id,income,age,experience_years,is_married,city,region,current_job_years,current_house_years,house_ownership,car_ownership,profession,label
train_141342,0.3672789417183502,0.0689655172413792,0.45,1,236,14,0.4285714285714285,0.25,2,0,40,0
train_21353,0.2066252116695436,0.2758620689655172,0.05,1,167,12,0.0714285714285714,0.25,2,0,1,0
train_13899,0.1328377793447363,0.1206896551724137,0.5,1,141,6,0.2142857142857142,0.25,2,0,37,0
train_148277,0.4561815515052212,0.6551724137931034,0.95,1,245,23,0.5714285714285714,0.75,2,1,32,0
train_121430,0.4325022913766158,0.7931034482758621,0.1,1,259,25,0.1428571428571428,1.0,2,0,48,0
train_143749,0.2105116426757833,0.7241379310344829,0.4,1,98,6,0.5,0.0,2,0,26,0
train_86743,0.3238096553745545,0.293103448275862,0.4,1,44,20,0.5714285714285714,0.75,2,1,40,0
train_77825,0.3043454671184953,0.2413793103448275,0.2,1,201,11,0.2857142857142857,0.75,2,1,25,1
train_119366,0.8491004870251425,0.7931034482758621,0.9,1,82,13,0.8571428571428571,0.75,2,0,9,0
train_24769,0.6041137868196894,0.9827586206896552,0.3,1,239,11,0.4285714285714285,0.5,2,0,18,0
train_72562,0.0996520591157148,0.2241379310344827,0.5,1,141,6,0.7142857142857142,0.0,1,0,44,0
train_74931,0.0979245673612671,0.7586206896551724,0.7000000000000001,1,8,12,0.9285714285714284,0.25,2,0,2,0
train_42886,0.756173803468958,0.2586206896551724,0.5,1,202,6,0.7142857142857142,0.75,2,0,15,0
train_21671,0.2767001934406366,0.0517241379310344,0.55,0,148,5,0.7857142857142857,1.0,0,0,33,0
train_14950,0.8653162059688309,1.0,0.2,1,35,19,0.2857142857142857,0.75,2,0,23,0
train_142358,0.1808091352350658,0.1551724137931034,0.65,1,140,1,0.8571428571428571,0.25,2,1,10,0
train_50982,0.1982038770612879,0.5689655172413792,0.75,1,205,14,0.2857142857142857,0.0,2,0,50,0
train_145761,0.3092830884193085,0.8620689655172413,0.75,0,208,0,0.2142857142857142,0.5,2,0,37,0
train_9816,0.4894099159648387,0.1551724137931034,0.8,1,115,25,0.3571428571428571,1.0,2,1,8,0
train_153491,0.5417264787037115,0.8793103448275863,0.8,1,43,5,1.0,0.75,2,1,29,1
train_140309,0.76400332424791,0.3103448275862069,0.6000000000000001,0,1,24,0.8571428571428571,0.0,2,0,36,0
train_108729,0.666548043630854,0.7241379310344829,1.0,1,249,13,0.6428571428571428,0.25,2,1,36,0
train_127046,0.9175877219852432,0.8275862068965518,0.6000000000000001,1,56,11,0.4285714285714285,0.5,2,0,5,0
train_100628,0.7576822680484198,0.0862068965517241,0.4,1,107,13,0.3571428571428571,1.0,2,0,3,0
train_110475,0.0915531589364488,0.1034482758620689,0.3,1,94,25,0.4285714285714285,0.5,2,0,0,0
train_90974,0.0518127401741085,0.6896551724137931,0.45,1,188,25,0.6428571428571428,0.0,2,1,20,0
train_40366,0.9841618726943586,0.6379310344827587,0.95,1,63,1,0.6428571428571428,0.5,2,0,6,0
train_119293,0.7189353797759036,0.3448275862068965,0.6000000000000001,1,269,13,0.5,0.25,2,1,34,0
train_103166,0.4138073009325272,0.4482758620689654,0.5,1,5,16,0.7142857142857142,0.5,2,1,8,0
train_39420,0.8458178823075294,1.0,0.05,1,186,25,0.0714285714285714,1.0,2,0,27,0
train_133216,0.6730332701077557,0.6724137931034484,1.0,1,128,20,0.8571428571428571,0.25,2,0,3,0
train_101664,0.5698475458745811,0.4310344827586207,0.95,0,27,25,0.4285714285714285,0.75,2,1,14,0
train_50127,0.9910872557016136,0.0862068965517241,0.75,1,224,28,0.2142857142857142,0.25,2,1,15,0
train_65320,0.1334846502792696,0.9482758620689656,1.0,1,49,0,0.7142857142857142,0.5,2,0,1,0
train_126966,0.0807896950717284,0.0344827586206896,0.6000000000000001,1,201,11,0.7857142857142857,0.75,2,0,46,0
train_116816,0.023726208823792,0.8103448275862069,0.05,1,81,10,0.0714285714285714,0.75,2,0,18,0
train_24524,0.8251368319220695,0.293103448275862,0.8500000000000001,1,79,2,0.5714285714285714,0.0,2,1,28,0
train_12568,0.997814933649181,0.0172413793103448,0.4,1,60,20,0.3571428571428571,0.25,2,1,18,0
train_54839,0.4799025549299733,1.0,0.95,1,34,25,0.9285714285714284,1.0,2,0,44,0
train_40190,0.8506993453610084,0.4310344827586207,0.0,1,168,28,0.0,0.0,2,0,6,0
train_104879,0.9744417910256518,0.8793103448275863,0.7000000000000001,1,38,11,0.7857142857142857,0.5,2,0,50,0
train_37493,0.3458083724438988,0.6724137931034484,0.35,1,177,28,0.5,0.0,2,1,43,0
train_36621,0.6161236434429791,0.1206896551724137,0.35,0,94,25,0.5,0.75,1,0,8,0
train_89174,0.959110889814916,0.6896551724137931,0.0,1,127,13,0.0,1.0,2,0,23,0
train_126159,0.9389981288592528,0.6724137931034484,0.35,1,219,25,0.5,0.5,2,1,43,0
train_52838,0.5302898165977752,0.7931034482758621,0.8500000000000001,1,22,2,0.2857142857142857,0.75,2,0,26,0
train_4504,0.2368447553802804,0.4827586206896552,0.8500000000000001,1,189,6,0.2857142857142857,0.75,1,0,26,0
train_102033,0.5171522903555568,0.4137931034482758,0.1,1,187,10,0.1428571428571428,0.5,2,1,27,0
train_110741,0.492000603025458,0.6551724137931034,0.5,1,115,25,0.4285714285714285,0.0,0,1,10,0
train_115694,0.5763780192815988,0.5344827586206897,0.15,1,148,5,0.2142857142857142,0.25,1,0,37,0
train_121756,0.0709285671098062,1.0,0.65,1,117,10,0.2142857142857142,0.0,2,0,17,0
train_86023,0.3761930874703242,0.6896551724137931,0.95,1,87,22,0.4285714285714285,1.0,2,0,22,0
train_33861,0.5753064078061766,0.8103448275862069,0.3,1,251,13,0.4285714285714285,1.0,2,0,25,0
train_55165,0.7272847397320501,0.1034482758620689,0.1,1,138,25,0.1428571428571428,1.0,2,0,31,0
train_90915,0.2405079548507712,0.6724137931034484,0.65,1,19,6,0.2857142857142857,0.75,2,0,10,0
train_5709,0.1099018902405575,0.3448275862068965,0.3,1,168,28,0.4285714285714285,0.0,2,0,4,0
train_102238,0.9120513796910156,0.8448275862068966,0.9,1,270,20,0.2142857142857142,0.25,2,0,4,0
train_82733,0.7765205070699329,0.7586206896551724,0.3,1,94,25,0.4285714285714285,0.75,1,0,22,0
train_62308,0.5788000313925603,0.0517241379310344,0.45,1,67,3,0.5714285714285714,0.75,2,1,32,0
train_70646,0.0195374642579283,0.4827586206896552,0.2,1,183,11,0.2857142857142857,0.25,2,0,47,0
train_119519,0.3957176383344805,0.3793103448275862,0.95,1,314,0,1.0,1.0,2,0,19,0
train_46354,0.4878568050782271,0.8793103448275863,0.8,1,67,3,0.5,0.5,2,0,39,0
train_152452,0.1849202993344697,0.0862068965517241,0.95,1,270,20,0.8571428571428571,0.75,2,0,45,1
train_76532,0.5621615739845367,0.8620689655172413,0.7000000000000001,0,160,12,0.3571428571428571,0.0,2,0,0,0
train_88203,0.4153280782827949,0.7931034482758621,0.8500000000000001,0,81,10,0.9285714285714284,0.5,2,0,4,0
train_11257,0.8024987517052687,0.0344827586206896,1.0,1,69,2,0.7857142857142857,0.5,2,1,11,1
train_115773,0.6586038038653691,0.2241379310344827,0.8500000000000001,1,139,20,0.5714285714285714,1.0,2,0,49,0
train_50391,0.4565270098145796,0.4482758620689654,0.15,1,281,9,0.2142857142857142,1.0,2,0,50,1
train_73257,0.8450805175127643,0.1896551724137931,0.3,1,160,12,0.4285714285714285,0.0,2,0,8,0
train_65174,0.9606293647771468,0.0344827586206896,0.2,1,218,0,0.2857142857142857,0.75,2,0,48,0
train_93975,0.3616051568687042,0.4655172413793103,0.9,1,196,2,0.9285714285714284,0.25,2,0,26,0
train_77774,0.2535451770576442,0.6551724137931034,0.4,1,121,28,0.5714285714285714,0.0,2,0,33,0
train_65714,0.5918597769606636,0.1379310344827586,0.35,1,240,28,0.5,0.25,2,0,30,1
train_97985,0.3276601491066534,0.0689655172413792,0.8500000000000001,0,269,13,0.2857142857142857,0.75,1,0,2,0
train_97928,0.3741277452974225,0.4310344827586207,0.8500000000000001,1,185,25,0.7142857142857142,0.25,2,0,36,0
train_148624,0.2612897096868872,0.3103448275862069,0.3,0,153,0,0.2857142857142857,0.5,0,0,23,0
train_65788,0.4926129381394382,0.0172413793103448,0.7000000000000001,1,216,25,0.3571428571428571,0.0,2,1,24,0
train_83725,0.7472079040380682,0.396551724137931,0.6000000000000001,1,287,0,0.2142857142857142,0.75,2,1,8,0
train_99539,0.782446253253875,0.1551724137931034,0.15,1,66,2,0.2142857142857142,0.0,2,0,16,1
train_124655,0.9972895887614632,0.7758620689655173,0.8500000000000001,1,55,14,0.5,1.0,2,1,45,0
train_123015,0.3324081737578216,0.5344827586206897,0.35,1,291,22,0.5,0.0,0,0,6,0
train_53093,0.6555456319294372,0.3448275862068965,0.5,0,63,1,0.7142857142857142,0.5,2,0,12,0
train_70543,0.8985438697016546,0.8448275862068966,0.45,1,200,2,0.6428571428571428,0.5,2,0,15,0
train_16553,0.0321437394865955,0.1896551724137931,0.95,1,179,23,0.7857142857142857,0.25,2,0,46,0
train_22187,0.6689032864887461,0.0517241379310344,0.3,1,257,22,0.2857142857142857,0.5,2,0,49,0
train_96893,0.8449954292592277,0.8275862068965518,0.35,0,155,13,0.5,0.75,2,1,44,0
train_138553,0.2784270845721182,0.8793103448275863,0.95,1,199,25,0.4285714285714285,0.0,2,0,23,0
train_53926,0.4498289626000087,0.6206896551724137,0.8500000000000001,1,193,25,0.3571428571428571,1.0,2,0,36,0
train_56188,0.9840876957580402,0.7931034482758621,1.0,0,206,28,0.7142857142857142,0.25,0,0,22,0
train_30130,0.2722130393644287,0.0344827586206896,0.9,1,13,7,0.5714285714285714,0.75,1,1,2,0
train_67912,0.3433742477697868,0.7931034482758621,0.15,1,130,14,0.2142857142857142,0.5,2,0,13,1
train_61275,0.1091369968931776,0.4827586206896552,0.15,1,283,6,0.2142857142857142,0.0,2,1,47,1
train_4267,0.6663463344180584,0.1896551724137931,0.8,1,48,20,0.5714285714285714,0.5,2,0,25,1
train_46951,0.3679349221012034,0.9655172413793104,0.75,1,34,25,0.5714285714285714,0.75,0,0,13,0
train_72185,0.1279387981214115,0.5172413793103448,0.1,1,111,1,0.1428571428571428,0.0,2,0,0,0
train_53196,0.9586737363993936,0.3448275862068965,0.3,1,112,13,0.4285714285714285,0.75,2,0,34,0
train_147092,0.5528028671337911,0.0344827586206896,0.95,1,31,28,0.4285714285714285,1.0,1,0,44,0
train_60970,0.8795066242706936,0.4655172413793103,0.8500000000000001,1,60,20,0.7142857142857142,1.0,1,1,14,0
train_28735,0.2871906741672462,0.6206896551724137,0.05,1,292,12,0.0714285714285714,1.0,2,0,14,0
train_34678,0.5986769477301858,0.9137931034482758,0.2,1,273,13,0.2857142857142857,0.0,2,0,5,0
train_41194,0.7237361591442644,0.0,0.45,1,154,23,0.5,0.25,2,0,18,0
train_67549,0.13423002338025,0.6206896551724137,0.0,1,232,14,0.0,0.5,2,1,39,0
train_12056,0.2697105437760044,0.2758620689655172,0.3,1,142,0,0.4285714285714285,0.75,2,0,15,0
train_152663,0.3707261171286858,0.603448275862069,0.8,1,31,28,0.5,1.0,2,0,16,0
train_55144,0.7919631241523708,0.0172413793103448,0.8500000000000001,1,187,10,0.3571428571428571,1.0,2,1,9,0
train_147053,0.6378787077957258,0.6724137931034484,0.1,1,37,11,0.1428571428571428,0.25,2,0,11,0
train_10435,0.1068478225615608,0.3448275862068965,0.95,1,183,11,0.7857142857142857,0.5,2,1,26,0
train_51651,0.5169764079303053,0.7413793103448276,0.05,1,218,0,0.0714285714285714,0.75,2,0,27,0
train_121712,0.9926339599432532,0.1379310344827586,0.2,1,86,1,0.2142857142857142,0.25,2,0,7,0
train_67761,0.9093952247270868,0.4137931034482758,0.95,1,169,22,0.3571428571428571,0.5,2,0,41,0
train_67910,0.7097906949087593,1.0,0.4,1,70,22,0.5714285714285714,1.0,2,0,19,0
train_128073,0.8751282830551849,0.2068965517241379,0.1,0,291,22,0.1428571428571428,0.0,1,0,2,0
train_43684,0.2383854533922584,0.7931034482758621,0.15,1,236,14,0.2142857142857142,1.0,2,0,22,0
train_43782,0.1108770016260865,1.0,0.75,1,252,7,0.6428571428571428,0.5,2,0,19,0
train_99051,0.501596255636346,0.4482758620689654,1.0,1,154,23,0.5,0.0,2,0,32,0
train_65917,0.0398537362952854,0.2241379310344827,0.4,1,285,23,0.2857142857142857,0.5,2,1,7,0
train_78332,0.0307986443539238,0.7758620689655173,0.95,1,172,25,0.6428571428571428,1.0,2,0,6,0
train_42027,0.7394215280088507,0.9482758620689656,0.15,1,222,22,0.2142857142857142,0.0,2,1,46,0
train_8128,0.1032013404302943,0.7413793103448276,0.8,1,222,22,0.7142857142857142,1.0,2,0,6,0
train_102996,0.3751357908422615,0.0517241379310344,1.0,1,67,3,0.2142857142857142,0.75,2,1,23,0
train_61274,0.5863083189884548,0.3793103448275862,0.05,1,170,0,0.0714285714285714,0.75,1,0,7,1
train_32744,0.6472178944000717,0.2413793103448275,0.2,1,14,14,0.2857142857142857,0.25,0,0,46,0
train_9225,0.072656058864254,0.2413793103448275,0.3,1,202,6,0.3571428571428571,0.5,2,0,5,0
train_131545,0.4511359181743304,0.8275862068965518,0.45,1,9,25,0.6428571428571428,0.25,2,0,30,0
train_94350,0.2203136092755406,0.4310344827586207,0.3,0,90,0,0.4285714285714285,0.25,2,1,39,0
train_150507,0.3292079544903974,0.4827586206896552,0.4,1,194,6,0.5714285714285714,0.5,2,1,27,1
train_4670,0.4543150155341119,0.7931034482758621,0.3,1,295,1,0.4285714285714285,0.25,2,0,44,0
train_87552,0.4662996459928237,0.7931034482758621,0.65,1,145,28,0.6428571428571428,0.0,1,0,3,0
train_131387,0.1588079155700292,1.0,0.75,1,66,2,1.0,1.0,0,0,43,0
train_115288,0.1925454080972785,0.396551724137931,0.75,1,28,25,1.0,0.0,2,1,1,0
train_86369,0.1574928515856646,0.4137931034482758,0.65,1,249,13,0.9285714285714284,1.0,2,0,5,0
train_34265,0.0975762060409056,0.8620689655172413,0.5,1,81,10,0.5714285714285714,0.75,1,1,23,0
train_87850,0.6619819076345986,0.0172413793103448,0.2,1,0,0,0.2857142857142857,1.0,2,0,18,0
train_21061,0.6797428292625111,0.9827586206896552,0.25,1,184,10,0.3571428571428571,1.0,2,0,27,0
train_112212,0.4860167966214557,0.4482758620689654,0.3,1,3,6,0.2857142857142857,0.25,2,1,37,0
train_103829,0.3118272272000519,1.0,0.8500000000000001,1,311,22,0.6428571428571428,0.75,2,0,2,0
train_31061,0.3732652507180447,0.1551724137931034,0.45,1,70,22,0.6428571428571428,0.75,2,0,27,1
train_121008,0.4030830777682612,1.0,0.8,1,225,7,0.2142857142857142,0.75,2,1,21,0
train_132337,0.6172786414068672,0.7758620689655173,0.5,1,10,26,0.5,1.0,2,0,18,0
train_70403,0.8433733468353376,0.293103448275862,0.55,1,198,2,0.2142857142857142,0.0,2,0,47,0
train_34017,0.6482824986075557,0.4655172413793103,0.5,1,59,11,0.7142857142857142,0.25,0,0,2,0
train_37231,0.0404169204298698,0.7413793103448276,0.8,1,142,0,1.0,0.25,0,0,23,1
train_89531,0.1757206574659236,0.1551724137931034,0.25,1,50,13,0.3571428571428571,1.0,2,0,40,0
train_27445,0.9289592164993532,0.5689655172413792,0.2,1,198,2,0.2857142857142857,1.0,2,1,36,0
train_79232,0.7052293638962331,0.7586206896551724,0.6000000000000001,1,311,22,0.8571428571428571,1.0,2,0,4,0
train_29013,0.3074958346797298,0.1034482758620689,0.2,1,244,28,0.2857142857142857,1.0,2,0,18,1
train_42964,0.2349898314531832,0.6551724137931034,0.05,1,166,12,0.0714285714285714,0.5,2,1,3,1
train_95078,0.3423931301545963,0.6724137931034484,0.6000000000000001,1,229,2,0.8571428571428571,0.5,2,1,36,0
train_112358,0.6265344415227474,0.7758620689655173,0.3,1,68,14,0.4285714285714285,0.5,2,0,28,0
train_23064,0.8519231146545196,0.9827586206896552,0.35,1,171,14,0.5,0.0,2,0,40,0
train_23130,0.4517724784146116,0.1206896551724137,0.1,1,3,6,0.1428571428571428,0.5,2,1,47,0
train_126297,0.7243564024606322,0.5862068965517242,0.95,1,232,14,0.2142857142857142,0.0,2,1,25,0
train_67025,0.7930085084249383,0.7758620689655173,0.2,1,212,14,0.2857142857142857,0.5,2,0,11,0
train_50173,0.1600589131046721,0.4482758620689654,0.15,1,301,11,0.2142857142857142,1.0,2,0,25,0
train_77590,0.0006586831862007,0.0,0.4,0,94,25,0.5,0.75,2,0,20,0
train_37644,0.3355605433956099,0.293103448275862,0.8,1,234,0,0.2142857142857142,0.75,2,1,50,0
train_141087,0.3120618705721574,0.6206896551724137,0.8500000000000001,1,192,25,0.5714285714285714,0.25,2,0,25,0
train_95505,0.1444628368543853,0.7758620689655173,0.55,1,131,14,0.7857142857142857,1.0,2,0,16,0
train_150034,0.7390445369937699,0.6551724137931034,0.95,1,181,28,0.2857142857142857,0.75,2,0,26,0
train_89596,0.8754708383535403,0.3620689655172414,1.0,1,80,5,1.0,0.75,2,1,6,0
train_22612,0.9052290035224536,0.8448275862068966,0.5,1,90,0,0.5714285714285714,0.75,2,0,47,0
train_119377,0.0630564021002583,0.2413793103448275,0.55,1,192,25,0.6428571428571428,1.0,2,0,0,0
train_129364,0.0421627311847848,0.5172413793103448,0.5,1,68,14,0.7142857142857142,0.25,2,1,46,1
train_37588,0.2154812972014573,0.0172413793103448,0.1,1,206,28,0.1428571428571428,0.0,2,0,29,0
train_127646,0.130939610564077,0.603448275862069,0.8500000000000001,1,185,25,0.2857142857142857,0.75,2,1,47,0
train_94048,0.72089130846514,0.6379310344827587,1.0,1,23,28,0.7142857142857142,0.25,2,1,2,0
train_60376,0.6772249176846225,0.6724137931034484,1.0,1,193,25,0.5,1.0,2,0,40,0
train_63114,0.5200034475758256,0.0,0.6000000000000001,1,213,0,0.7857142857142857,1.0,2,0,30,0
train_91073,0.5119000427243137,0.9827586206896552,0.6000000000000001,1,72,0,0.8571428571428571,0.0,2,0,2,0
train_133283,0.5770960640376198,0.6206896551724137,0.3,1,219,25,0.4285714285714285,0.0,2,0,11,0
train_89887,0.8807677322919332,0.603448275862069,0.8,1,138,25,0.2142857142857142,1.0,2,0,50,0
train_19473,0.0744083763679688,0.9137931034482758,0.9,1,310,14,0.7142857142857142,0.0,2,0,17,0
train_154767,0.8034545430520535,0.7241379310344829,0.3,1,2,25,0.4285714285714285,0.5,2,0,33,0
train_146791,0.890865405598687,0.8620689655172413,0.2,1,279,20,0.2857142857142857,0.25,2,0,4,1
train_143498,0.9759942011854696,0.396551724137931,0.6000000000000001,1,10,26,0.7857142857142857,0.0,0,0,9,1
train_141287,0.2270007451728933,0.2068965517241379,0.5,0,39,28,0.7142857142857142,0.25,2,1,19,0
train_84226,0.4746083637949281,0.7931034482758621,0.9,1,217,28,0.8571428571428571,0.0,2,0,17,0
train_105226,0.0051843772360692,0.4137931034482758,0.5,1,28,25,0.3571428571428571,0.75,2,1,26,0
train_90492,0.309523237501937,0.0,0.6000000000000001,1,96,25,0.8571428571428571,1.0,2,0,40,0
train_48203,0.0502790494300688,0.4655172413793103,0.35,1,178,22,0.5,0.25,2,1,4,0
train_3162,0.6829323374203724,0.5517241379310345,1.0,1,81,10,0.9285714285714284,0.25,2,1,40,0
train_8832,0.3239911436141566,1.0,0.1,1,0,0,0.1428571428571428,0.75,2,1,5,0
train_140772,0.0295523516991823,0.6724137931034484,0.7000000000000001,1,69,2,1.0,1.0,2,0,4,0
train_88342,0.9930052450401556,0.4310344827586207,0.75,1,158,5,0.3571428571428571,0.0,2,1,12,0
train_124681,0.157262112262839,0.4999999999999999,0.3,1,129,19,0.4285714285714285,1.0,2,0,21,0
train_10127,0.8003788529462759,0.6379310344827587,0.25,1,269,13,0.3571428571428571,1.0,2,1,46,0
train_90684,0.411627439980748,0.1724137931034482,0.7000000000000001,1,283,6,0.7142857142857142,0.25,1,1,33,0
train_33343,0.6997916238722803,0.2068965517241379,0.8,0,290,14,0.7857142857142857,1.0,2,1,18,0
train_772,0.4807888742203413,0.5862068965517242,0.15,1,151,2,0.2142857142857142,0.25,2,0,27,0
train_120574,0.0122667230451424,0.8793103448275863,0.0,1,142,0,0.0,0.25,0,0,8,0
train_58295,0.4848667037451244,0.3103448275862069,0.5,1,298,0,0.7142857142857142,0.0,2,0,32,0
train_140978,0.2419116107226415,0.6379310344827587,0.6000000000000001,1,296,22,0.8571428571428571,1.0,2,1,40,0
train_101782,0.38367574848633,0.396551724137931,0.5,1,1,24,0.4285714285714285,0.0,2,1,47,0
train_47418,0.7790982807367802,0.1034482758620689,0.95,1,244,28,0.9285714285714284,0.25,2,0,45,0
train_57227,0.2693887099699808,0.1896551724137931,0.15,1,303,11,0.2142857142857142,0.25,2,0,26,0
train_137097,0.3436448284160331,0.6206896551724137,0.2,1,241,4,0.2857142857142857,0.25,2,1,22,0
train_16688,0.1191410731210411,0.7241379310344829,0.8,1,110,7,0.2857142857142857,1.0,1,0,29,0
train_35060,0.5620834929989384,0.8275862068965518,0.8,1,126,13,1.0,1.0,2,0,22,1
train_22037,0.4480955647197273,0.1724137931034482,0.3,1,316,7,0.4285714285714285,0.0,0,1,38,0
train_131381,0.7693102285690718,0.2068965517241379,0.75,1,184,10,0.8571428571428571,0.5,2,1,3,0
train_53733,0.1988381349135323,0.6379310344827587,0.15,1,218,0,0.2142857142857142,0.75,2,0,35,0
train_80504,0.0558860650266456,0.7586206896551724,0.25,1,146,25,0.3571428571428571,0.25,2,0,24,0
train_74203,0.32207465583303,0.8620689655172413,0.5,1,160,12,0.7142857142857142,0.75,2,1,1,0
train_58092,0.4375221980237903,0.2413793103448275,0.5,1,214,5,0.2857142857142857,1.0,2,1,0,0
train_154423,0.7434147697992357,0.0689655172413792,0.15,1,87,22,0.2142857142857142,1.0,2,1,42,0
train_12035,0.3416711813492954,0.9482758620689656,0.45,1,285,23,0.2857142857142857,0.0,2,0,13,0
train_137227,0.7758746371736766,0.293103448275862,0.15,1,164,4,0.2142857142857142,0.5,2,0,33,1
train_87565,0.4537664465583703,0.1896551724137931,0.8500000000000001,1,288,0,0.2142857142857142,0.75,2,0,25,0
train_70141,0.6471528269120732,0.4655172413793103,0.7000000000000001,1,57,28,0.7857142857142857,0.5,2,0,3,0
train_151695,0.7081346772872824,0.8793103448275863,0.95,1,238,25,0.2857142857142857,1.0,2,0,6,0
train_47028,0.2700297748825081,0.2413793103448275,0.6000000000000001,1,14,14,0.2857142857142857,0.75,2,0,10,0
train_9724,0.7884740052382331,0.7068965517241379,0.6000000000000001,1,162,28,0.5714285714285714,0.25,1,0,40,0
train_12292,0.6384627135264697,0.396551724137931,0.8500000000000001,1,164,4,0.7142857142857142,0.5,2,0,13,0
train_85492,0.4944614554215632,0.5172413793103448,0.8,1,162,28,0.5714285714285714,0.5,2,0,42,0
train_111613,0.377829785053057,0.3103448275862069,0.35,0,113,2,0.5,0.25,2,0,27,1
train_110949,0.5018620312988632,0.7931034482758621,0.45,0,123,23,0.6428571428571428,0.25,2,0,3,0
train_75684,0.3622905677768981,0.6551724137931034,0.6000000000000001,1,23,28,0.2857142857142857,1.0,2,0,46,0
train_109518,0.252975786485743,0.4827586206896552,0.05,1,200,2,0.0714285714285714,0.5,2,1,28,0
train_27391,0.9786929002761664,0.1551724137931034,0.95,1,187,10,0.5714285714285714,1.0,2,0,19,0
train_15776,0.2551808736021,0.3103448275862069,0.5,1,124,14,0.7142857142857142,0.0,2,1,28,0
train_26827,0.3705026853852816,0.7241379310344829,0.3,1,180,28,0.4285714285714285,1.0,2,1,41,0
train_23252,0.7745564699706535,0.8620689655172413,0.7000000000000001,1,176,0,0.3571428571428571,0.0,2,0,14,0
train_23599,0.262919299897854,0.293103448275862,0.05,1,199,25,0.0714285714285714,0.25,2,0,29,0
